"REF_DATE","GEO","DGUID","Zero-Emission Vehicles Fuel Type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-07","Northwest Territories","2016A000261","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485139","5270.1.1.1","11","","","","0"
"2017-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2017-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2017-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2017-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2018-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2019-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2020-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2021-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2022-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2022-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2022-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2022-10","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2023-01","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2023-04","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"
"2023-07","Nunavut","2016A000262","All zero-emission vehicles","Total, vehicle type","Number of vehicles","Units","300","units","0","v1277485183","5314.1.1.1","","..","","","0"


